,Event Number,Event Type,Applicable Regulations,Company Name,Damage Prevention Program Changed,Further Action Required,Equipment Type,Was Pipe Contacted,Was Pipe Damaged,Was There Damage To Pipe Coating,Was There Damage To Pipe Body,Will An Engineering Assessment Be Required,Was The Determination Whether There Was Damage To Pipe Made By Competent Person,Date Event Occurred,Who Discovered The Event,Method Of Discovery,Warning Signs Visible,Distance From Activity To The Nearest Pipe Signage,Final Submission Date,Is There Immediate Concern For Safety Of Pipeline Employee Or General Public,Pipeline Name,Pipeline Outside Diameter (mm),Length Of Pipeline (km),Commodity Carried,Province/ Territory Where Event Occurred,Latitude,Longitude,Did Person Obtain Company Written Consent To Operate Across Pipeline,Crossing Agreement,Other Agreement,Was The Vehicle Or Mobile Equipment Used To Perform An Agricultural Activity,Was The Point Of Crossing Subject To A Notification Under Section 7 Of The Damage Prevention Regulations,Type Of Vehicle Or Mobile Equipment,Did The Pipeline Company Complete Surface Load Analysis,Ground Disturbance Type,Type Of Equipment That Caused The Ground Disturbance,Distance From Centreline Of Pipeline To Ground Disturbance,Distance From Centreline Of Pipeline To Ground Disturbance Unit of Measure,Depth Of Activity,Depth Of Activity Unit of Measure,Depth Of Cover Prior To Activity,Depth Of Cover Prior To Activity Unit of Measure,Did The Activity Result In Removal Of Earth Cover Over The Pipeline Right Of Way,Reduction Of Depth Of Cover After Activity,Reduction Of Depth Of Cover After Activity Unit of Measure,Did A Person Obtain Company Written Consent For The Ground Disturbance,Did A Person Make A Locate Request In Accordance With Section 3 Of The DPR,Written Consent Issued,Start Without Inspector,Pipeline Marked,Locate Request Made,Was The Pipe Located Prior To The Ground Disturbance,Did A Person Obtain Information That Is Referred To Paragraph 6(1)(A) And (C) Or Of DPR For Construction Of Facility,"Was The Construction Of A Facility Across,On,Along,Or Under The Pipeline Right Of Way",Type Of Facility,Distance From Centreline Of Pipeline To Construction Of Facility,Distance From Centreline Of Pipeline To Construction Of Facility Unit of Measure,Did A Person Obtain Company Written Consent For The Construction Of The Facility,Did Person Make Request In Accordance With Section 3 Of DPR Authorizations,Was The Pipe Located Prior To The Construction Of Facility,Did A Person Obtain Information That Is Referred To Paragraph 6(1)(a) and (c) or Of DPR For Ground Disturbance,Has Gouge On Physical Pipe,Gouge Width,Gouge Length,Gouge Depth,Gouge Depth Unit Of Measurement,Gouge Location (Clock Location),Has Dent On Physical Pipe,Dent Width,Dent Length,Dent Depth,Dent Depth Unit Of Measurement,Dent Location (Clock Location),Dent Has Interactions With Mill Or Field Weld,Dent Has Presence Of Corrosion,Dent Has Presence Of Stress Concentrators,Dent Strain (Percentage),Has Other Damage On Physical Pipe,Has The Damage Been Mitigated,Have The Interim Measured Been Taken,How Damage Was Caused,List Of Ground Disturbance Measures,List Of Construction of Facility Measures,Basic Causes,Immediate Causes,Preventive Corrective Actions
421,UX2020-023,Vehicle Crossing,National Energy Board Pipeline Damage Prevention Regulations  Authorizations; National Energy Board Pipeline Damage Prevention Regulations  Obligations for Pipeline Companies,NOVA Gas Transmission Ltd.,No,Yes,,No,,,,Not Specified,,Not Specified,,,Yes,,02/10/2020,,Not Specified,Not Specified,Not Specified,Not Specified,Alberta,53.55,-116.68,,No,No,,,,,,,,,,,,,,,,,,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,DPR2022-185,Vehicle Crossing,Canadian Energy Regulator Pipeline Damage Prevention Regulations  Authorizations ,TransCanada PipeLines Limited,,,Not Specified,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1st party (regulated company),Aerial patrol,,Greater than 30 metr,08/15/2022,No,Not Specified,Not Specified,Not Specified,Not Specified,Ontario,49.73,-94.67,No,,,No,Not Specified,Not Specified,Yes,,,,,,,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Job or System Factors - Inadequate work planning/preparation and/or work execution - Inadequate assessment of needs and risks,Notification Issue - No notification made to One Call centre,"Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Provide CER damage prevention materials to all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Provide pipeline company damage prevention materials to all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Review CER damage prevention materials with all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Review pipeline company damage prevention materials with all parties; Tier 1 Preventive Actions - actions taken to address causes at additional locations where similar/identical situations exist in order to proactively eliminate the identified risk - Event data included in holistic analysis to determine if company-wide processes or procedures require modification; Tier 2 Preventive Actions - actions taken to address systemic causes; typically associated with changes that impact the entire company or pipeline. - No tier 2 preventive actions taken"
423,DPR2022-186,Ground Disturbance,Canadian Energy Regulator Pipeline Damage Prevention Regulations  Authorizations ; Canadian Energy Regulator Pipeline Damage Prevention Regulations  Obligations of Pipeline Companies,TransCanada PipeLines Limited,,,Combine,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1st party (regulated company),Aerial patrol,,10-30 metres,08/15/2022,No,Not Specified,Not Specified,Not Specified,Not Specified,Ontario,46.09,-79.36,,,,,,,,Excavation for the purpose of installing a new facility,Combine,1.0,metres,0.9,metres,2.0,metres,Yes,1.00,metres,No,No,,,,,Not Specified,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(a) ensure that the activity is carried out in accordance with the technical details that are set out in the persons request for consent and that have been accepted by the pipeline company, as well as with the conditions set out in the pipeline companys consent, including the conditions respecting directional drilling or the use of explosives; (c) not undertake mechanical excavation that would cause a ground disturbance within the prescribed area within 3 M of a pipe unless &lt;/br&gt;(i). If the excavation runs parallel to the pipe, the pipe has been exposed by hand at sufficient intervals to confirm the pipes location or the pipeline company has used a method that would permit it to confirm the pipes exact location and has informed the person of that location; &lt;/br&gt;(ii). If the excavation crosses the pipe, the pipe has been exposed by hand at the point of crossing or the pipeline company has used a method that would permit it to confirm the pipes exact location and has informed the person of that location and has confirmed that the pipe is at least 60 CM deeper than the proposed excavation; and &lt;/br&gt;(iii). If the ground conditions render it impractical to locate the pipe using any of the methods set out in subparagraphs (i) and (ii), the pipeline company directly supervises any excavation; (d) comply with the instructions of the pipeline companys authorized field representative regarding the procedures that are to be followed during the activity and that relate to the pipelines safety and security",,Job or System Factors - Inadequate work planning/preparation and/or work execution - Inadequate assessment of needs and risks; Personal Factors - Lack of knowledge - Lack of situational awareness; Personal Factors - Lack of knowledge - Unaware of regulation,Notification Issue - No notification made to One Call centre; Written Consent Issue - Failure to obtain written consent,"Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Pipe located; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Provide CER damage prevention materials to all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Provide pipeline company damage prevention materials to all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Review CER damage prevention materials with all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Review pipeline company damage prevention materials with all parties; Tier 1 Preventive Actions - actions taken to address causes at additional locations where similar/identical situations exist in order to proactively eliminate the identified risk - Event data included in holistic analysis to determine if company-wide processes or procedures require modification; Tier 2 Preventive Actions - actions taken to address systemic causes; typically associated with changes that impact the entire company or pipeline. - No tier 2 preventive actions taken"
424,DPR2022-187,Vehicle Crossing,Canadian Energy Regulator Pipeline Damage Prevention Regulations  Authorizations ,Trans Mountain Pipeline ULC,,,Not Specified,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1st party (regulated company),Site visit,,Less than 10 metres,08/16/2022,No,Not Specified,Not Specified,Not Specified,Not Specified,Alberta,53.59,-114.99,No,,,No,Not Specified,Not Specified,Yes,,,,,,,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Job or System Factors - Inadequate work planning/preparation and/or work execution - Inadequate assessment of needs and risks; Personal Factors - Abuse or misuse - Improper conduct that is condoned - Unintentional,Notification Issue - No notification made to One Call centre; Written Consent Issue - Failure to obtain written consent,"Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Notification made to One Call centre; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Pipe located; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Provide CER damage prevention materials to all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Provide pipeline company damage prevention materials to all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Review CER damage prevention materials with all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Review pipeline company damage prevention materials with all parties; Tier 1 Preventive Actions - actions taken to address causes at additional locations where similar/identical situations exist in order to proactively eliminate the identified risk - Pipeline company follow up conducted with all parties to review how to work safety around a pipeline; Tier 2 Preventive Actions - actions taken to address systemic causes; typically associated with changes that impact the entire company or pipeline. - No tier 2 preventive actions taken"
425,DPR2022-189,Construction of a Facility; Vehicle Crossing,Canadian Energy Regulator Pipeline Damage Prevention Regulations  Authorizations ; Canadian Energy Regulator Pipeline Damage Prevention Regulations  Obligations of Pipeline Companies,Trans Québec and Maritimes Pipeline Inc.,,,Not Specified,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,08/16/2022,1st party (regulated company),Site visit,,10-30 metres,08/17/2022,No,Not Specified,Not Specified,Not Specified,Not Specified,Quebec,45.67,-73.94,No,,,No,Not Specified,Not Specified,Yes,,,,,,,,,,,,,,,,,,,Not Specified,Yes,Not Specified,30.000,metres,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,Not Specified,Job or System Factors - Inadequate work planning/preparation and/or work execution - Inadequate assessment of needs and risks; Personal Factors - Lack of knowledge - Lack of situational awareness; Personal Factors - Lack of knowledge - Unaware of regulation,Notification Issue - No notification made to One Call centre; Written Consent Issue - Failure to obtain written consent,"Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Notification made to One Call centre; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Pipe located; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Provide CER damage prevention materials to all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Provide pipeline company damage prevention materials to all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Review CER damage prevention materials with all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Review pipeline company damage prevention materials with all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Worker specific action; Tier 1 Preventive Actions - actions taken to address causes at additional locations where similar/identical situations exist in order to proactively eliminate the identified risk - Event data included in holistic analysis to determine if company-wide processes or procedures require modification; Tier 2 Preventive Actions - actions taken to address systemic causes; typically associated with changes that impact the entire company or pipeline. - No tier 2 preventive actions taken"
426,DPR2022-188,Ground Disturbance; Vehicle Crossing,Canadian Energy Regulator Pipeline Damage Prevention Regulations  Authorizations ; Canadian Energy Regulator Pipeline Damage Prevention Regulations  Obligations of Pipeline Companies,NOVA Gas Transmission Ltd.,,,Combine,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1st party (regulated company),Site visit,,Greater than 30 metr,08/16/2022,No,Not Specified,Not Specified,Not Specified,Not Specified,Alberta,52.34,-112.2,No,,,No,Not Specified,Not Specified,Yes,Drainage / ditch clearing,Combine,1.4,metres,30.0,centimetres,1.7,metres,Yes,Not Specified,centimetres,No,No,,,,,Not Specified,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(a) ensure that the activity is carried out in accordance with the technical details that are set out in the persons request for consent and that have been accepted by the pipeline company, as well as with the conditions set out in the pipeline companys consent, including the conditions respecting directional drilling or the use of explosives; (c) not undertake mechanical excavation that would cause a ground disturbance within the prescribed area within 3 M of a pipe unless &lt;/br&gt;(i). If the excavation runs parallel to the pipe, the pipe has been exposed by hand at sufficient intervals to confirm the pipes location or the pipeline company has used a method that would permit it to confirm the pipes exact location and has informed the person of that location; &lt;/br&gt;(ii). If the excavation crosses the pipe, the pipe has been exposed by hand at the point of crossing or the pipeline company has used a method that would permit it to confirm the pipes exact location and has informed the person of that location and has confirmed that the pipe is at least 60 CM deeper than the proposed excavation; and &lt;/br&gt;(iii). If the ground conditions render it impractical to locate the pipe using any of the methods set out in subparagraphs (i) and (ii), the pipeline company directly supervises any excavation; (d) comply with the instructions of the pipeline companys authorized field representative regarding the procedures that are to be followed during the activity and that relate to the pipelines safety and security",,Job or System Factors - Inadequate work planning/preparation and/or work execution - Inadequate assessment of needs and risks; Personal Factors - Lack of knowledge - Lack of situational awareness; Personal Factors - Lack of knowledge - Unaware of regulation,Notification Issue - No notification made to One Call centre; Written Consent Issue - Failure to obtain written consent,"Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Pipe located; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Provide CER damage prevention materials to all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Provide pipeline company damage prevention materials to all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Review CER damage prevention materials with all parties; Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Review pipeline company damage prevention materials with all parties; Tier 1 Preventive Actions - actions taken to address causes at additional locations where similar/identical situations exist in order to proactively eliminate the identified risk - Event data included in holistic analysis to determine if company-wide processes or procedures require modification; Tier 2 Preventive Actions - actions taken to address systemic causes; typically associated with changes that impact the entire company or pipeline. - No tier 2 preventive actions taken"
427,UX2020-020,Construction of a Facility; Ground Disturbance,National Energy Board Pipeline Damage Prevention Regulations  Authorizations; National Energy Board Pipeline Damage Prevention Regulations  Obligations for Pipeline Companies,Plains Midstream Canada ULC,No,No,,No,,,,Not Specified,,Not Specified,,,Yes,,02/06/2020,,Not Specified,Not Specified,Not Specified,Not Specified,Ontario,42.33,-82.35,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,UX2020-021,Vehicle Crossing,National Energy Board Pipeline Damage Prevention Regulations  Authorizations,Alliance Pipeline Ltd.,No,No,,No,,,,Not Specified,,Not Specified,,,Yes,,02/07/2020,,Not Specified,Not Specified,Not Specified,Not Specified,Saskatchewan,50.38,-104.71,,No,No,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,UX2020-022,Vehicle Crossing,National Energy Board Pipeline Damage Prevention Regulations  Authorizations; National Energy Board Pipeline Damage Prevention Regulations  Obligations for Pipeline Companies,TransCanada PipeLines Limited,No,Yes,,No,,,,Not Specified,,02/09/2020,,,Yes,,02/09/2020,,Not Specified,Not Specified,Not Specified,Not Specified,Ontario,49.79,-92.8,,No,No,,,,,,,,,,,,,,,,,,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,DPR2023-268,Vehicle Crossing,Canadian Energy Regulator Pipeline Damage Prevention Regulations  Authorizations ,TransCanada PipeLines Limited,,,Not Specified,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,09/27/2023,1st party (regulated company),Site visit,,Greater than 30 metr,09/28/2023,No,Not Specified,Not Specified,Not Specified,Not Specified,Ontario,43.87,-79.57,No,,,No,Not Specified,Not Specified,Yes,,,,,,,,,,,,,,,,,,,Not Specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,External Interference - Unidentified Parties involved (causes unknown),Notification Issue - No notification made to One Call centre,"Corrective Actions - actions taken at the event site to remove or control the cause(s) in order to eliminate the hazard, or minimize the associated risk. - Worker specific action; Tier 1 Preventive Actions - actions taken to address causes at additional locations where similar/identical situations exist in order to proactively eliminate the identified risk - No tier 1 preventive actions taken; Tier 2 Preventive Actions - actions taken to address systemic causes; typically associated with changes that impact the entire company or pipeline. - No tier 2 preventive actions taken"
