EnglishProjectName,ProjectShortName,CS10FolderName,CS10FolderId
Brunswick Pipeline Project,Brunswick Pipeline Project,ESIM Migration 1000041855,3230.0
Buckinghorse Revetment - N2L1 km 67,Buckinghorse Revetment - N2L1 km 67,2003-12-19 - 2003 Application No. 13 - Buckinghorse River Revetment - N2L1 km 67,307021.0
"Burlington Resources (Hunter) s. 58 and s. 45 (OPR) application, Elmworth Stn U to B Pipeline Integrity Project.",Burlington Resources (Hunter) s. 58 and s. 45 (OPR,2013-07-19 - Application for the Elmworth Stn U to B Pipeline Integrity Project,976756.0
Burlington Resources s. 58 application to construct Chinook Ridge 4 Inch Gathering Pipeline,Burlington Resources s. 58 application to construc,,485442.0
Burlington Resources s. 58 application to construct Hiding Creek Gathering Pipeline,Burlington Resources s. 58 application to construc,ESIM Migration 1000041549,3187.0
Burnt Cabin Creek (Chinchaga) Loop,Burnt Cabin Creek (Chinchaga) Loop,2002-10-18 Application for Burnt Cabin Creek (Chinchaga) Loop,241236.0
Caltex and Pengrowth s. 74 application for the sale and purchase of the Cactus-Bodo Pipeline,Caltex and Pengrowth s. 74 application for the sal,,2905294.0
Campus Energy Partners Operations Inc. application for the deactivation of the Sibbald-Hoosier Pipeline and Riser.,Sibbald-Hoosier Pipeline and Riser Deactivation,,4033142.0
Campus Energy Partners Operations Inc. application to vary Certificate AO-004-GC-103 to permit bi-directional flow on North Suffield Pipeline.,Campus Bi-directional Flow North Suffield,2021-11-01 - Application to vary Certificate AO-004-GC-103 to permit bi-directional flow on North Suffield Pipeline,4157917.0
Canadian Natural Resources Limited - Application to Deactivate the Compass Pipeline,CNRL - Deactivate Compass Pipeline,,4373480.0
Canadian Natural Resources Limited - application to Deactivate the Hiding Creek a-41-A tie-in gas pipeline.,Deactivate Hiding Creek a-41-A,,4287889.0
Canadian Natural Resources Limited application to Deactivate the Hiding Creek NPS 10 Pipeline,Deactivate Hiding Creek NPS 10,,4287888.0
Canadian Natural Resources Limited s. 44 OPR application to deactivate the John Lake Pipeline.,John Lake Pipeline Deactivation,2019-02-26 - Application for John Lake Deactivation,3751674.0
Canadian Natural Resources Ltd. s. 21 - Request for Variance - Ojay Pipeline Order XG-C357-09-2010,Variance to Ojay Pipeline Order XG-C357-09-2010,2017-03-21 Application to Vary Board Order XG-C357-09-2010,3211357.0
Canadian Natural Resources Ltd. s. 44 Application to deactivate Lone Rock Pipeline,Canadian Natural Resources Ltd. s. 44 Application ,2016-05-12 - Application to Deactivate the Lone Rock Pipeline,2955165.0
Canadian Natural Resources s. 21 Application for change of service Ladyfern Pipeline Order XG-C298-38-2001,Canadian Natural Resources s. 21 Application for c,2016-06-02 - Application to Change Service on the Ladyfern Pipeline,2982136.0
Canadian Natural Resources s. 58 application to construct Shekilie Gas Pipeline,Canadian Natural Resources s. 58 application to co,ESIM Migration 1000038425,3112.0
"Canadian Niagara - s. 21(2) and 58(11)  application to complete removal and replacement work on an IPL (Permit EP-137) extending across the international boundary parallel to the Peace Bridge near Fort Erie, Ontario to Buffalo, New York.",Canadian Niagara Amending Order,,2453029.0
Canlin Energy Corporation s. 74(1)(a) application to purchase the Goodlow Pipeline from CQ Energy Canada Resources Partnership,Canlin-purchase Goodlow Pipeline,,3333392.0
Canlin Energy Corporation s. 74(1)(a) application to purchase the Goodlow Pipeline from CQ Energy Canada Resources Partnership,Canlin Energy Corporation s. 74(1)(a) application ,2017-09-13 Application for the Purchase of the Goodlow Pipeline from CQ Energy,3333392.0
Capacity Expansion/Line Reversal Project OH-1-2003,Capacity Expansion/Line Reversal Project OH-1-2003,2002-10-24 Application to Approve a Capacity Expansion/Line Reversal Project OH-1-2003,244176.0
Cathotic Protection Program No. 6,Cathotic Protection Program No. 6,2003-08-26 - 2003 Construction No. 4 - 2003 Cathotic Protection Program (No. 6),290342.0
Cenovus Energy Inc. and Canadian Natural Resources Limited application for  leave to transfer from CVE to Canadian Natural certain Pipelines.,Cenovus to CNRL Transfer of Hiding Creek Pipelines,2021-03-11 - Application to Transfer Ownership from Cenovus Energy Inc. to Canadian Natural Resources Limited,4082625.0
Cenovus Energy Inc. application to deactivate Hiding Creek- NPS 6 Pipeline,Cenovus NPS 6 - Deactivation AO-002-B105-005-2006,,3890364.0
Cenovus Energy Inc. Deactivation application - Hiding Creek NPS 10 Loop pipeline,Cenovus NPS 10 Deac AO-002-XG-B105-005-2006,2020-01-16 Application for Pipeline Deactivation - AO-002-XG-B105-005-2006,3890364.0
Centra Transmission RHW-3-2005,Centra Transmission RHW-3-2005,"2005-08-05 - Application for Tolls Effective August 1, 2005 (RHW-3-2005)",376221.0
Certificate and Amendments                        ,OC-51 LTO Amendment,,
Certificate and Amendments,Certificate and Amendments,PPBoR - Alberta/Saskatchewan Segment,517783.0
"Champion Pipe Line Corporation Limited s58 application to construct and add a compressor station with two compressors on the existing line at Earlton, Ontario",Champion Pipe Line Corporation Limited s58 applica,2011-03-28 - Application to Add Compressors to the Earlton Line,679590.0
CHAMPION PIPELINE Tolls & Tariffs.,CHAMPION PIPELINE Tolls & Tariffs.,,426.0
Cheecham - Kettle River Area Expansion,Cheecham - Kettle River Area Expansion,,698977.0
Clairmont Meter Station,Clairmont Meter Station,2004-04-28 - Application for Clairmont Meter Station and Interconnectiong Piping,324465.0
Clairmont Meter Station - Final Site Decommissioning and Reclamation,Clairmont Meter Station - Final Site Decommissioni,,3300680.0
CNRL and Ikkuma s. 21 application to designate CNRL as holder of Order XG-T077-004-2008,CNRL and Ikkuma s. 21 application to designate CNR,2015-03-03 - Application to Designate Canadian Natural Resources Limited as holder of Order XG-T077-004-2008,2697334.0
CNRL s. 44 (1) OPR application to deactivate a pipeline due to lack of current need  - John Lake/Fort Pitt -from 06-12-054-01W4 to 15-27-053-27W3.,CNRL s. 44 (1) OPR application to deactivate a pip,2016-05-26 - Application to Deactivate John Lake/Fort Pitt Natural Gas Pipeline,2982153.0
CNRL s. 44 OPR application to deactivate the West Cosine Pipeline,CNRL s. 44 OPR application to deactivate the West ,2016-09-01 - Application to Deactivate the West Cosine Pipeline,3028231.0
CNRL s. 58 application to amend Order XG-R029-81-2000 (Ladyfern Pipeline),CNRL s. 58 application to amend Order XG-R029-81-2,2013-02-12 - Application to Amend Board Order XG-R029-81-2000,918107.0
Cochin Lateral Road Crossing Movement,Cochin Lateral Road Crossing Movement,2011-02-08 - Application for the Cochin Lateral Road Crossing Movement,670606.0
Cochin Reversal Project,Cochin Reversal Project,,6667.0
Compliance Verification Meeting,Centra Transmission Holdings Ltd. (Centra) Request,,6923.0
Compliance Verification Meeting,Compliance Verification Meeting,,
Cona Resources s. 74 application to sell pipelines from Cona to Prospera Energy Inc.,Transfer Cuthbert Assets,,3615233.0
Concerns regarding the fitness of service of the Cochin pipeline,Concerns regarding the fitness of service of the C,ESIM Migration 1300007140,7140.0
Condition Compliance to Certificate OC-059,Condition Compliance to Certificate OC-059,ESIM Migration 1300007211,7211.0
Condition Compliance to Order AO-004-CPTC-1983-2 and Order AO-003-1995-P-35 Condition 2 Filing – Management System and Program Report,Domtar to Windmill Sale,,2937538.0
Condition Compliance to Order AO-004-CPTC-1983-2 and Order AO-003-1995-P-35 Condition 2 Filing – Management System and Program Report,Windmill MO-020-2017,,2937538.0
"Condition Compliance to Safety Order SG-N081-001-2014, condition 4",Condition Compliance to Safety Order SG-N081-001-2,,13159.0
"Condition Compliance, Condition 10(b) Order XO-E101-003-2014","Condition Compliance, Condition 10(b) Order XO-E10",2012-11-29 - Application for the Line 9B Reversal and Line 9 Capacity Expansion Project (OH-002-2013),890819.0
ConocoPhillips Canada and Cenovus Energy s.74(1)(a) and (b) and S. 21 application to transfer NEB Orders,ConocoPhillips to Cenovus,2018-03-16 - Application for Change in Ownership from ConocoPhillips Canada Operations ULC to Cenovus Energy Inc.,3520074.0
"ConocoPhillips s. 44  application - deactivation of 10"" Natural Gas Pipeline, Order XG-C87-82-2001, East Ring Border Pipeline.",ConocoPhillips s. 44  application - deactivation o,"2014-06-06 - Application to Deactivate a 10"" Natural Gas Pipeline from Unit 81, Block I, 94-H-9 to LSD 13-1-101-13 W6M",2481284.0
ConocoPhillips s. 58 application for the 2005 PTC Valve Replacement Program,ConocoPhillips s. 58 application for the 2005 PTC ,ESIM Migration 1000037884,3069.0
ConocoPhillips s. 58 application for the PTC Dewdney Spur to TCPL Injection Project,ConocoPhillips s. 58 application for the PTC Dewdn,ESIM Migration 1000037859,3062.0
ConocoPhillips s.74 (d) application for the abandonment of a 340 m Natural Gas Pipeline -,ConocoPhillips s.74 (d) application for the abando,2016-10-04 - Application to Abandon a Natural Gas Pipeline in British Columbia - MWH-007-2016,3065379.0
ConocoPhillips s.74(1)(a) and (b) and s. 21 application the purchase and sale transaction that includes the Ring Border and Boundary Pipelines,ConocoPhillips s.74(1)(a) and (b) and s. 21 applic,2015-11-26 - Joint Application by ConocoPhillips and CNRL to Transfer Ownership of Ring Border Boundary Pipelines,2903065.0
ConocoPhillips. 44 OPR application to deactivate the 273 mm Natural Gas Pipeline from Station B (13-29-70-12W6M) to Elmworth Gas Plant (01-08-70-12W6M),ConocoPhillips. 44 OPR application to deactivate t,2016-07-18 - Application to Deactivate a Natural Gas Pipeline from Station B to Elmworth Gas Plant,3013159.0
Construct 2 Pipelines,Construct 2 Pipelines,2002-12-03 Application to Construct Two Pipelines from LSD 04-20-82-13 W6M to LSD 15-17-82-13 W6M,252801.0
Construct Anode Beds at Stukely-Sud,Construct Anode Beds at Stukely-Sud,2002-10-22 Construction of Anode Beds at Stukely-Sud,241730.0
CONSTRUCT NAT. GAS P/L FROM AB TO SK.,CONSTRUCT NAT. GAS P/L FROM AB TO SK.,ESIM Migration 1000003731,844.0
CONSTRUCT NATURAL GAS BOUNDARY LAKE A 16-13 P/L,CONSTRUCT NATURAL GAS BOUNDARY LAKE A 16-13 P/L,,224.0
Construct New Meter Station at Steelman SK (SK56),Construct New Meter Station at Steelman SK (SK56),"2002-08-02 Application for New Meter Station at Steelman, SK (SK56)",228189.0
Construct OD Oil Emulsion Pipeline,Construct OD Oil Emulsion Pipeline,2003-01-16 Application to Construct OD Oil Emulsion Pipeline from 3-27-27-9 W3M to 1-25-27-1 W4M,256377.0
CONSTRUCT OIL & NATURAL GAS PIPELINE FACILITIES,CONSTRUCT OIL & NATURAL GAS PIPELINE FACILITIES,ESIM Migration 1000003787,877.0
Construct Smoky Meter Station (AB32),Construct Smoky Meter Station (AB32),2003-12-17 Application for the Construction of Smoky Meter Station and Interconnecting Piping,306634.0
Construction for Year 2003,Construction for Year 2003,2003-03-07 Application for Construction for the Year 2003,267855.0
CONSTRUCTION OF A PIPELINE CUSTODY TRANSFER STN,CONSTRUCTION OF A PIPELINE CUSTODY TRANSFER STN,ESIM Migration 1000006116,1744.0
Construction of Sour Service P/L,Construction of Sour Service P/L,ESIM Migration 1000021398,2049.0
Construction of Tie-in-Riser,Construction of Tie-in-Riser,"2003-06-27 - Application for Construction of a Tie-in-Riser Commencing at NE 11-38-01-W4M (Alberta/Saskatchewan Border) to NW 08-40-22-W3M near Unity, SK",285469.0
Construction of Tie-in-Riser,Construction of Tie-in-Riser,"2003-06-27 - Application for Construction of a Tie-in-Riser Commencing at NE 11-38-01-W4M (Alberta/Saskatchewan Border) to NW 08-40-22-W3M near Unity, SK",285469.0
Containment and Infrastructure Upgrade,Containment and Infrastructure Upgrade,2002-05-24 Application for 2002 Construction - No. 6 - Containment and Infrastructure Upgrade,205097.0
Containment Sampling & Remediation (CSR) Program,Containment Sampling & Remediation (CSR) Program,2003-04-08 Application for 2003 Construction No. 8 - Containment Sampling & Remediation (CSR) Program - Sampling Phase,272446.0
Corrective actions taken by Enbridge in response to the overpressure incidents that occurred at the Enbridge Edmonton Terminal,Corrective actions taken by Enbridge in response t,ESIM Migration 1300007494,7494.0
County of Vermilion River #24 s. 58 application - Crossing underneath AB-SK Highway 17,County of Vermilion River #24 s. 58 application - ,,2837338.0
County of Vermilion River No. 24 Gas Utility application to construct and operate - Reilly Lake Grain Dryer Project,Reilly Lake Grain Dryer,2020-08-20 - Application for Reilly Lake Grain Dryer,3950133.0
County of Vermillion River No. 24 Gas Utility s. 58 application to provide service along the border - 28-45-28 Infill,County of Vermillion River No. 24 Gas Utility s. 5,,3065892.0
Crescent Point Energy Corp.  application to abandon two pipelines in two separate RoW’s both of which are part of the abandonment program in this area.,Crescent Point Abandonments,,4096734.0
Crescent Point s. 44 OPR application to deactivate Regent Coutts Gas Export Pipeline.,Crescent Point s. 44 OPR application to deactivate,2016-09-01 - Application to Deactivate Pipeline XG-R040-10-2003,3027589.0
Cromer Tank Interconnectivity,Cromer Tank Interconnectivity,2010-06-01 – Application for Cromer Tank Interconnectivity and Shipper Distribution Manifold Modifications,621319.0
Cromer Terminal Expansion Project,Cromer Terminal Expansion Project,2011-10-17 - Application for Cromer Terminal Expansion Project,737921.0
Crowsnest Fuel Tank Removal,Crowsnest Fuel Tank Removal,03-04-30 Application for 2003 Construction No. 2 - Crowsnest Underground Fuel Tank Removal,274379.0
Cushing Expansion Project,Cushing Expansion Project,2007-11-23 - Application for the Cushing Expansion (OH-1-2008),486602.0
Custody Transfer Station Facilities,Custody Transfer Station Facilities,"2004-01-12 - Application for Construction of Custody Transfer Station Facilities for Heritage Gas Limited, Dartmouth, N.S.",308368.0
Cutbank - Musreau Area Expansion,Cutbank - Musreau Area Expansion,,697803.0
Cutbank River Lateral Loop (Bald Mountain Section),Cutbank River Lateral Loop (Bald Mountain Section),2010-09-02 - Application for the Cutbank River Lateral Loop (Bald Mountain Section),633450.0
Cuthbert 9-36 Gas Pipeline Deactivation,Cuthbert 9-36 Gas Pipeline Deactivation,2012-09-21 - Application for Deactivation of the Cuthbert 9-36 Gas Pipeline,867240.0
