Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Approximate Volume Released (m3),Substance,Release Type,Significant,Year,What Happened,Why It Happened
INC2009-121,Release of Substance,10/29/2009,Upsala,Ontario,TransCanada PipeLines Limited,Closed,49.03334,-90.51047,100.0000,Natural Gas - Sweet,Gas,No,2009,Corrosion and Cracking,Maintenance
INC2009-123,Release of Substance,11/01/2009,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.30706,-66.04267,Not Provided,Natural Gas - Sweet,Gas,No,2009,Defect and Deterioration,"Maintenance, Standards and Procedures"
INC2009-126,Release of Substance,11/04/2009,Fairview,Alberta,NOVA Gas Transmission Ltd.,Closed,56.03467,-117.96587,Not Provided,Natural Gas - Sweet,Gas,No,2009,Defect and Deterioration,Maintenance
INC2009-128,Release of Substance,11/18/2009,Sackville,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.02461,-64.22321,Not Provided,Natural Gas - Sweet,Gas,No,2009,Equipment Failure,Maintenance
INC2009-129,Release of Substance,11/23/2009,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.26269,-65.98211,0.1000,Natural Gas - Sweet,Gas,No,2009,Equipment Failure,Tools and Equipment
INC2009-130,Serious Injury (CER or TSB),10/17/2009,Not specified,Manitoba,Enbridge Pipelines Inc.,Closed,49.19043,-98.10794,Not Applicable,Not Applicable,Not Applicable,Yes,2009,Incorrect Operation,"Human Factors, Inadequate Supervision, Standards and Procedures"
INC2009-132,Fire,12/04/2009,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,59.63213,-123.09505,Not Applicable,Not Applicable,Not Applicable,No,2009,External Interference,"Maintenance, Standards and Procedures"
INC2009-133,Serious Injury (CER or TSB),11/17/2009,Winkler,Manitoba,Enbridge Pipelines Inc.,Closed,49.10416,-97.93104,Not Applicable,Not Applicable,Not Applicable,Yes,2009,Incorrect Operation,"Inadequate Supervision, Standards and Procedures"
INC2009-134,Release of Substance,12/08/2009,Lloydminster,Saskatchewan,Husky Oil Limited,Closed,53.271222,-109.943083,3.0000,Condensate,Liquid,No,2009,Equipment Failure,Maintenance
INC2009-135,Fire,12/10/2009,Loreburn,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.1967,-106.57472,Not Applicable,Not Applicable,Not Applicable,No,2009,Equipment Failure,To be determined
INC2009-136,Release of Substance,12/10/2009,Moyie,British Columbia,TransCanada PipeLines Limited B.C. System,Closed,49.238462,-115.855313,Not Provided,Natural Gas - Sweet,Gas,No,2009,Defect and Deterioration,Maintenance
INC2009-137,Release of Substance,12/11/2009,Les Cedres,Quebec,TransCanada PipeLines Limited,Closed,45.37081,-74.12582,69.0000,Natural Gas - Sweet,Gas,No,2009,Equipment Failure,Maintenance
INC2009-139,Operation Beyond Design Limits,12/14/2009,Hope,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,49.3825,-121.36469,Not Applicable,Not Applicable,Not Applicable,No,2009,Equipment Failure,Inadequate Supervision
INC2009-140,Fire,12/16/2009,Drayton Valley,Alberta,NOVA Gas Transmission Ltd.,Closed,53.10063,-115.3622,Not Applicable,Not Applicable,Not Applicable,No,2009,Equipment Failure,Maintenance
INC2009-141,Operation Beyond Design Limits,12/11/2009,Olds,Alberta,NOVA Gas Transmission Ltd.,Closed,51.85163,-114.07574,Not Applicable,Not Applicable,Not Applicable,No,2009,Incorrect Operation,Standards and Procedures
INC2009-143,Release of Substance,12/17/2009,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56908,-121.94467,Not Provided,Sulphur Dioxide,Miscellaneous,No,2009,Equipment Failure,Maintenance
INC2009-144,Operation Beyond Design Limits,12/17/2009,Tieland,Alberta,NOVA Gas Transmission Ltd.,Closed,54.79071,-114.04358,Not Applicable,Not Applicable,Not Applicable,No,2009,Incorrect Operation,Inadequate Supervision
INC2009-145,Release of Substance,12/17/2009,Topland,Alberta,NOVA Gas Transmission Ltd.,Closed,54.54693,-114.79252,Not Provided,Natural Gas - Sour,Gas,Yes,2009,Equipment Failure,Maintenance
INC2009-147,Operation Beyond Design Limits,01/04/2010,Rainbow Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,58.44704,-119.22409,Not Applicable,Not Applicable,Not Applicable,No,2010,Equipment Failure,Maintenance
INC2009-148,Serious Injury (CER or TSB),12/06/2010,Burnaby,British Columbia,Trans Mountain Pipeline ULC,Closed,49.266235,-122.928102,Not Applicable,Not Applicable,Not Applicable,Yes,2010,"External Interference, Incorrect Operation","Human Factors, Maintenance"
INC2009-149,Operation Beyond Design Limits,11/11/2010,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54740278,-113.3556944,Not Applicable,Not Applicable,Not Applicable,No,2010,Equipment Failure,Human Factors
INC2009-150,Operation Beyond Design Limits,11/11/2010,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54740278,-113.3556944,Not Applicable,Not Applicable,Not Applicable,No,2010,Equipment Failure,Human Factors
INC2009-151,Operation Beyond Design Limits,11/11/2010,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54740278,-113.3556944,Not Applicable,Not Applicable,Not Applicable,No,2010,Equipment Failure,Human Factors
INC2009-152,Operation Beyond Design Limits,11/11/2010,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54740278,-113.3556944,Not Applicable,Not Applicable,Not Applicable,No,2010,Equipment Failure,Human Factors
INC2009-153,Serious Injury (CER or TSB),04/12/2012,Manitou,Manitoba,Enbridge Pipelines Inc.,Closed,49.316926,-98.554895,Not Applicable,Not Applicable,Not Applicable,Yes,2012,"External Interference, Incorrect Operation","Failure in communication, Human Factors, Tools and Equipment"
INC2009-154,Serious Injury (CER or TSB),04/12/2012,Brandon,Manitoba,Enbridge Pipelines Inc.,Closed,49.848471,-99.95009,Not Applicable,Not Applicable,Not Applicable,Yes,2012,"External Interference, Incorrect Operation","Failure in communication, Human Factors"
INC2009-155,Serious Injury (CER or TSB),04/12/2012,Winkler,Manitoba,Enbridge Pipelines Inc.,Closed,49.18011,-97.938947,Not Applicable,Not Applicable,Not Applicable,Yes,2012,"External Interference, Incorrect Operation","Failure in communication, Human Factors, Standards and Procedures, Tools and Equipment"
INC2010-001,Release of Substance,01/06/2010,Fort St. John,Alberta,NOVA Gas Transmission Ltd.,Closed,56.367553,-119.931713,125000.0000,Natural Gas - Sweet,Gas,Yes,2010,Equipment Failure,Maintenance
INC2010-003,"Release of Substance, Adverse Environmental Effects",01/09/2010,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14638,-120.66917,33.0000,Contaminated Water,Miscellaneous,Yes,2010,To be determined,To be determined
INC2010-004,Adverse Environmental Effects,01/08/2010,Red Earth Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,56.86338,-114.70979,Not Applicable,Not Applicable,Not Applicable,Yes,2010,Incorrect Operation,Human Factors
INC2010-005,Operation Beyond Design Limits,01/16/2010,High Level,Alberta,NOVA Gas Transmission Ltd.,Closed,57.503,-116.45,Not Applicable,Not Applicable,Not Applicable,No,2010,Equipment Failure,Engineering and Planning
INC2010-006,Fire,01/18/2010,Belleville,Ontario,TransCanada PipeLines Limited,Closed,44.23202,-77.23148,Not Applicable,Not Applicable,Not Applicable,No,2010,Defect and Deterioration,Maintenance
INC2010-009,Operation Beyond Design Limits,01/27/2010,Oakville,Ontario,Trans-Northern Pipelines Inc.,Closed,43.46745,-79.68767,Not Applicable,Not Applicable,Not Applicable,No,2010,"Equipment Failure, External Interference","Engineering and Planning, Natural or Environmental Forces, Standards and Procedures"
INC2010-012,Release of Substance,01/31/2010,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,55.88802,-112.12314,Not Provided,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Maintenance
INC2010-013,Operation Beyond Design Limits,02/01/2010,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,52.09768,-110.69846,Not Applicable,Not Applicable,Not Applicable,No,2010,"External Interference, Incorrect Operation","Engineering and Planning, Failure in communication"
INC2010-014,Fire,02/01/2010,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,Closed,52.64172,-111.27087,Not Applicable,Not Applicable,Not Applicable,No,2010,Equipment Failure,Maintenance
INC2010-016,Release of Substance,02/08/2010,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,54.83034,-118.64722,Not Provided,Natural Gas - Sweet,Gas,No,2010,Corrosion and Cracking,Maintenance
INC2010-018,Release of Substance,02/09/2010,Tumbler Ridge,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.04188,-121.01874,Not Provided,Natural Gas - Sour,Gas,Yes,2010,Equipment Failure,"Engineering and Planning, Maintenance"
INC2010-019,Release of Substance,02/12/2010,New River Beach,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.18676,-66.54595,300.0000,Natural Gas - Sweet,Gas,No,2010,Equipment Failure,Maintenance
INC2010-021,Release of Substance,02/12/2010,Grovedale,Alberta,NOVA Gas Transmission Ltd.,Closed,54.95425,-119.19227,Not Provided,Natural Gas - Sweet,Gas,No,2010,Equipment Failure,Engineering and Planning
INC2010-022,Release of Substance,02/16/2010,Taylor,British Columbia,Provident Energy Pipeline Inc.,Closed,56.14669,-120.66454,0.2500,Mixed HVP Hydrocarbons,Gas,No,2010,Defect and Deterioration,Engineering and Planning
INC2010-024,Fire,02/19/2010,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.64998,-122.20708,Not Applicable,Not Applicable,Not Applicable,No,2010,Defect and Deterioration,Maintenance
INC2010-025,Release of Substance,02/20/2010,Belleville,Ontario,TransCanada PipeLines Limited,Closed,44.68365,-75.62111,51.4000,Natural Gas - Sweet,Gas,No,2010,Equipment Failure,Maintenance
INC2010-028,Release of Substance,02/26/2010,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54457,-113.35511,150.0000,Crude Oil - Sweet,Liquid,No,2010,Defect and Deterioration,Maintenance
INC2010-029,Release of Substance,02/27/2010,Laval,Quebec,Trans-Northern Pipelines Inc.,Closed,45.624393,-73.639169,30.0000,Gasoline,Liquid,Yes,2010,Equipment Failure,Maintenance
INC2010-032,Release of Substance,03/03/2010,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.34669,-116.87305,Not Provided,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Maintenance
INC2010-033,Release of Substance,03/12/2010,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,52.75419,-114.11969,Not Provided,Natural Gas - Sweet,Gas,No,2010,Corrosion and Cracking,Maintenance
INC2010-034,Release of Substance,03/16/2010,Oakville,Ontario,Trans-Northern Pipelines Inc.,Closed,43.406148,-79.735605,90.0000,Gasoline,Liquid,Yes,2010,Corrosion and Cracking,Engineering and Planning
INC2010-040,Fire,03/26/2010,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54756,-113.35559,Not Applicable,Not Applicable,Not Applicable,No,2010,Equipment Failure,"Inadequate Supervision, Standards and Procedures"
INC2010-041,Fire,03/27/2010,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.19166,-118.1942,Not Applicable,Not Applicable,Not Applicable,No,2010,Defect and Deterioration,Maintenance
INC2010-042,Release of Substance,04/12/2010,Caronport,Saskatchewan,TransCanada PipeLines Limited,Closed,50.48051,-105.86728,Not Provided,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Maintenance
INC2010-044,Release of Substance,04/21/2010,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56882,-121.94466,Not Provided,Mixed HVP Hydrocarbons,Gas,No,2010,Equipment Failure,Standards and Procedures
INC2010-045,Release of Substance,04/21/2010,Ancaster,Ontario,TransCanada PipeLines Limited,Closed,43.18849,-79.8485,100.0000,Natural Gas - Sweet,Gas,No,2010,Equipment Failure,Maintenance
INC2010-047,Release of Substance,05/05/2010,Not specified,Ontario,TransCanada PipeLines Limited,Closed,48.64904,-80.69866,Not Provided,Natural Gas - Sweet,Gas,No,2010,Corrosion and Cracking,"Engineering and Planning, Maintenance"
INC2010-048,Fire,05/05/2010,Cobourg,Ontario,TransCanada PipeLines Limited,Closed,44.04719,-78.00847,Not Applicable,Not Applicable,Not Applicable,No,2010,External Interference,"Maintenance, Standards and Procedures, Tools and Equipment"
INC2010-050,Fire,05/11/2010,Sundre,Alberta,NOVA Gas Transmission Ltd.,Closed,51.943585,-114.736419,Not Applicable,Not Applicable,Not Applicable,No,2010,"Incorrect Operation, Other Causes",Engineering and Planning
INC2010-051,Release of Substance,05/22/2010,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.19361,-118.20534,1.0000,Natural Gas - Sweet,Gas,No,2010,Equipment Failure,Maintenance
INC2010-052,Release of Substance,05/25/2010,Brandon,Manitoba,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,Closed,50.04165,-99.66005,Not Provided,Propane,Gas,No,2010,Defect and Deterioration,Maintenance
INC2010-053,Release of Substance,05/27/2010,Brooks,Alberta,NOVA Gas Transmission Ltd.,Closed,50.69805,-111.53063,Not Provided,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,"Engineering and Planning, Maintenance"
INC2010-054,Release of Substance,05/28/2010,Pennant,Saskatchewan,TransCanada PipeLines Limited,Closed,50.57578,-108.36036,Not Provided,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Standards and Procedures
INC2010-055,Release of Substance,06/03/2010,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.093481,-116.62138,0.1000,Natural Gas - Sweet,Gas,No,2010,Equipment Failure,Maintenance
INC2010-057,Release of Substance,06/17/2010,Not specified,Saskatchewan,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,Closed,50.65773,-109.53719,Not Provided,Mixed HVP Hydrocarbons,Gas,No,2010,Defect and Deterioration,Maintenance
INC2010-058,Release of Substance,06/16/2010,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.83027,-118.64709,Not Provided,Natural Gas - Sweet,Gas,No,2010,Corrosion and Cracking,Engineering and Planning
INC2010-059,Release of Substance,06/18/2010,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.30724,-66.04254,Not Provided,Natural Gas - Sweet,Gas,No,2010,Incorrect Operation,Engineering and Planning
INC2010-060,"Fire, Release of Substance",06/22/2010,Grenfell,Saskatchewan,TransCanada PipeLines Limited,Closed,50.28617,-102.95153,100.0000,Natural Gas - Sweet,Gas,No,2010,External Interference,Human Factors
INC2010-061,Release of Substance,06/22/2010,Cactus Lake,Saskatchewan,Enbridge Pipelines Inc.,Closed,52.13984,-109.80493,25.0000,Crude Oil - Sour,Liquid,No,2010,Equipment Failure,Inadequate Supervision
INC2010-062,Release of Substance,06/24/2010,Whitecourt,Alberta,NOVA Gas Transmission Ltd.,Closed,54.1326,-115.2362,Not Provided,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Maintenance
INC2010-063,Fire,06/24/2010,Prince George,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,54.28494,-122.61215,Not Applicable,Not Applicable,Not Applicable,No,2010,External Interference,Maintenance
INC2010-066,Release of Substance,07/08/2010,Vegreville,Alberta,NOVA Gas Transmission Ltd.,Closed,53.16727,-112.15003,0.5000,Natural Gas - Sweet,Gas,No,2010,Corrosion and Cracking,Natural or Environmental Forces
INC2010-073,Release of Substance,07/14/2010,Montreal,Quebec,Trans-Northern Pipelines Inc.,Closed,45.625209,-73.543389,Not Provided,Jet Fuel,Liquid,Yes,2010,"Corrosion and Cracking, Incorrect Operation",Standards and Procedures
INC2010-074,Release of Substance,07/15/2010,Cochrane,Ontario,TransCanada PipeLines Limited,Closed,48.94621,-80.99467,3300.0000,Natural Gas - Sweet,Gas,No,2010,Equipment Failure,Maintenance
INC2010-079,Release of Substance,07/25/2010,Maple Creek,Ontario,TransCanada PipeLines Limited,Closed,43.87391,-79.57983,100.0000,Natural Gas - Sweet,Gas,No,2010,"Defect and Deterioration, Equipment Failure, Incorrect Operation","Engineering and Planning, Maintenance"
INC2010-084,Release of Substance,08/03/2010,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.26269,-65.98211,Not Provided,Natural Gas - Sweet,Gas,No,2010,"Defect and Deterioration, Equipment Failure",Engineering and Planning
INC2010-089,Release of Substance,08/16/2010,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.83026,-118.64722,Not Provided,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Engineering and Planning
INC2010-090,Release of Substance,08/18/2010,Beiseker,Alberta,NOVA Gas Transmission Ltd.,Closed,51.32247,-113.38195,Not Provided,Natural Gas - Sweet,Gas,No,2010,"Defect and Deterioration, External Interference","Inadequate Procurement, Maintenance"
INC2010-091,Release of Substance,08/23/2010,Williamstown,Ontario,Trans-Northern Pipelines Inc.,Closed,45.140221,-74.562991,25.1000,Gasoline,Liquid,Yes,2010,Incorrect Operation,"Engineering and Planning, Maintenance"
INC2010-092,Release of Substance,08/25/2010,Cobourg,Ontario,TransCanada PipeLines Limited,Closed,44.00638,-78.19719,Not Provided,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Maintenance
INC2010-096,Release of Substance,09/07/2010,Carstairs,Alberta,NOVA Gas Transmission Ltd.,Closed,51.50897,-113.86985,3.0000,Natural Gas - Sweet,Gas,No,2010,Defect and Deterioration,Maintenance
INC2010-097,Release of Substance,09/08/2010,Whitecourt,Alberta,Alliance Pipeline Ltd.,Closed,54.31015,-115.68078,Not Provided,Natural Gas - Sweet,Gas,No,2010,"Defect and Deterioration, Equipment Failure",Engineering and Planning
INC2010-098,Release of Substance,09/11/2010,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,57.18167,-118.19522,Not Provided,Natural Gas - Sweet,Gas,No,2010,Equipment Failure,Standards and Procedures
INC2010-101,Release of Substance,09/20/2010,Alida,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.42185,-101.87015,Not Provided,Natural Gas - Sweet,Gas,No,2010,"External Interference, Incorrect Operation","Engineering and Planning, Failure in communication, Inadequate Supervision"
